cruise_id,expocode,facility,ID,IMO,platform,platform_version,site,time,latitude,longitude,platformHeading,platformCourse,windDirection,platformWindDirection,platformSpeed,windSpeed,platformWindSpeed,airPressure,airPressure2,airTemperature,dewTemperature,relativeHumidity,seaTemperature,salinity,conductivity,precipitationAmount,shortWaveAtmRadiation,longWaveAtmRadiation,photoActAtmRadiation,flag
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:44:00Z,6.942488,133.89595,215.93,217.5,36.1,15.6,3.858,2.8,1,1004.36,1006.3,28.03,NaN,84.16,29.479,34.087,5.64599,28.8,5.42,428.372,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:45:00Z,6.940889,133.89465,216.94,220.8,36,10.6,3.858,2.7,1.1,1004.36,1006.31,28.01,NaN,83.99,29.478,34.085,5.6456,28.8,5.55,428.062,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:46:00Z,6.939313,133.89331,216.21,220.2,36.1,13,3.90944,2.6,1.3,1004.36,1006.3,28,NaN,83.97,29.489,34.08,5.64607,28.8,5.42,428.092,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:47:00Z,6.937739,133.892,217.43,220,43.1,352.6,3.80656,2.9,0.9,1004.35,1006.3,27.97,NaN,83.9,29.476,34.079,5.64461,28.8,5.55,428.342,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:48:00Z,6.936198,133.89066,217.06,221.6,42.3,357.3,3.54936,2.7,1.1,1004.34,1006.29,28.01,NaN,83.96,29.475,34.08,5.64461,28.8,5.3,428.432,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:49:00Z,6.93463,133.88931,218.6,219.8,43.9,356.5,3.96088,2.4,1.4,1004.33,1006.27,28.02,NaN,83.99,29.485,34.08,5.64585,28.8,5.67,428.643,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:50:00Z,6.933075,133.88795,218.2,220.3,39.1,11,3.858,2.9,0.9,1004.33,1006.27,28.01,NaN,83.99,29.473,34.081,5.64456,28.8,5.67,427.292,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:51:00Z,6.931519,133.88664,215.88,217.8,46,334.4,4.01232,3.2,0.6,1004.31,1006.26,28.02,NaN,83.94,29.472,34.08,5.64428,28.8,5.55,427.011,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:52:00Z,6.929928,133.88536,217.21,218.7,47.9,342.8,3.96088,2.7,1.3,1004.32,1006.27,28.02,NaN,83.89,29.482,34.078,5.645,28.8,5.42,426.611,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:53:00Z,6.928357,133.88405,216.71,220.6,49.4,341.2,3.80656,2.7,1.2,1004.32,1006.27,28.04,NaN,83.89,29.482,34.076,5.64485,28.8,5.93,427.382,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:54:00Z,6.92679,133.88275,217.61,218.6,46.3,345.5,3.70368,2.8,1.1,1004.33,1006.27,28.01,NaN,83.8,29.474,34.074,5.64353,28.8,5.67,426.702,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:55:00Z,6.925255,133.88144,217.28,222.3,50.5,333.5,3.6008,2.9,1,1004.34,1006.29,28.01,NaN,83.75,29.465,34.076,5.64302,28.8,5.67,426.271,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:56:00Z,6.923708,133.88011,218.4,220.3,46.3,348.7,3.858,2.8,1.1,1004.34,1006.28,28.01,NaN,83.73,29.475,34.077,5.64416,28.8,5.42,426.762,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:57:00Z,6.922193,133.87874,218.32,219.8,42.7,1.6,3.858,2.8,1,1004.33,1006.28,28.01,NaN,83.79,29.475,34.083,5.64504,28.8,5.55,426.671,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:58:00Z,6.920656,133.87741,215.03,219.5,43,357,3.70368,2.8,0.9,1004.34,1006.28,28.02,NaN,83.78,29.474,34.081,5.64466,28.8,5.55,427.252,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T19:59:00Z,6.919074,133.87613,215.95,220,40.9,358.7,3.65224,2.4,1.4,1004.32,1006.27,28.11,NaN,84.23,29.474,34.077,5.64397,28.8,5.42,427.252,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:00:00Z,6.917491,133.87483,216.26,217,35.6,14.3,3.90944,2.8,1.1,1004.33,1006.28,28.06,NaN,83.95,29.47,34.075,5.64345,28.8,5.42,426.512,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:01:00Z,6.915927,133.87357,214.91,216.3,33.8,15.2,3.65224,2.6,1.2,1004.32,1006.27,28.06,NaN,83.91,29.476,34.074,5.64378,28.8,5.55,426.973,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:02:00Z,6.91436,133.87233,217.3,219.8,39.4,359.5,3.75512,2.5,1.2,1004.34,1006.29,28.03,NaN,83.81,29.472,34.072,5.64299,28.8,5.67,426.233,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:03:00Z,6.912861,133.87099,219.01,222.3,33,21.5,3.75512,2.6,1.2,1004.35,1006.29,28.01,NaN,83.8,29.461,34.07,5.64165,28.8,5.3,425.212,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:04:00Z,6.911374,133.86963,218.03,222.2,34.4,17.4,3.75512,2.4,1.4,1004.35,1006.3,28,NaN,83.79,29.451,34.068,5.64031,28.8,5.55,425.983,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:05:00Z,6.909869,133.86832,217.5,220.6,37.5,11.7,3.65224,2.5,1.3,1004.36,1006.31,28.03,NaN,83.91,29.455,34.066,5.64044,28.8,5.55,425.923,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:06:00Z,6.908342,133.867,217.08,218.2,38.1,7,3.75512,2.3,1.4,1004.38,1006.33,28.01,NaN,83.84,29.44,34.06,5.63798,28.8,5.3,424.842,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:07:00Z,6.906778,133.86575,214.82,217.1,36.6,5.7,3.75512,2.2,1.6,1004.43,1006.38,27.99,NaN,83.7,29.441,34.063,5.63846,28.8,5.55,426.293,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:08:00Z,6.905208,133.8645,215.94,218.9,35.2,9.2,3.6008,2.4,1.3,1004.45,1006.4,28.02,NaN,83.75,29.439,34.068,5.639,28.8,5.42,425.213,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:09:00Z,6.903667,133.86324,217.34,219.4,39.5,2.7,3.75512,2.5,1.2,1004.45,1006.39,28.03,NaN,83.8,29.439,34.068,5.63909,28.8,5.55,425.153,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:10:00Z,6.902144,133.86191,218.81,221.6,36.1,14.4,3.90944,2.5,1.3,1004.49,1006.43,28.03,NaN,83.73,29.445,34.07,5.64003,28.7,5.42,425.243,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:11:00Z,6.900635,133.86057,217.58,220.6,43.2,0.1,3.858,2.7,1,1004.49,1006.43,28.03,NaN,83.66,29.44,34.067,5.63905,28.8,5.55,424.812,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:12:00Z,6.899124,133.85927,216.19,221.3,47.4,341,3.39504,2.8,0.9,1004.49,1006.44,28.02,NaN,83.57,29.444,34.069,5.63966,28.7,5.42,424.782,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:13:00Z,6.897591,133.85799,216.39,220.4,48.2,339.7,3.49792,2.7,1.1,1004.5,1006.45,28.06,NaN,83.55,29.438,34.068,5.63896,28.7,5.55,425.462,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:14:00Z,6.896029,133.85667,215.78,215.3,49.8,342.6,3.75512,2.6,1.3,1004.51,1006.46,28.07,NaN,83.76,29.445,34.067,5.63954,28.7,5.3,425.122,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:15:00Z,6.894453,133.85542,215.97,218,46.9,343.2,3.75512,2.7,1.1,1004.51,1006.46,28.06,NaN,83.54,29.438,34.067,5.63885,28.8,5.3,424.442,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:16:00Z,6.892895,133.85411,217.57,217,43.3,357,4.01232,2.4,1.4,1004.53,1006.47,28.06,NaN,83.58,29.441,34.068,5.63932,28.7,5.42,425.122,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:17:00Z,6.891323,133.85275,217.43,222.5,42.5,358.9,3.80656,2.6,1.3,1004.55,1006.49,28.07,NaN,83.57,29.442,34.068,5.63935,28.7,5.55,426.074,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:18:00Z,6.889772,133.85136,218.41,220.8,31.4,25.4,3.70368,2.6,1.4,1004.55,1006.49,28.09,NaN,83.71,29.435,34.067,5.63854,28.8,5.42,426.104,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:19:00Z,6.888222,133.85002,216.49,221.7,27,22,3.75512,2.2,1.7,1004.56,1006.5,28.09,NaN,83.75,29.436,34.068,5.63871,28.7,5.55,427.215,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:20:00Z,6.886632,133.84868,215.59,219.9,23.7,27.2,3.80656,2.4,1.7,1004.59,1006.53,28.04,NaN,83.56,29.438,34.067,5.63878,28.7,5.42,427.367,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:21:00Z,6.885027,133.84738,215.2,220.6,26.5,22.8,3.65224,2.4,1.6,1004.59,1006.54,28.04,NaN,83.59,29.433,34.066,5.63827,28.7,5.42,427.488,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:22:00Z,6.883436,133.84607,216.62,218.9,24.1,22.4,3.858,2.2,1.7,1004.63,1006.58,28.05,NaN,83.69,29.439,34.065,5.63859,28.7,5.55,426.377,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:23:00Z,6.881844,133.84474,216.04,219.8,28.5,17.9,3.80656,2.1,1.8,1004.66,1006.61,28.01,NaN,83.55,29.435,34.063,5.63792,28.8,5.67,426.748,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:24:00Z,6.880238,133.84341,216.88,220.4,30.8,13.1,3.65224,2.2,1.7,1004.66,1006.61,28,NaN,83.53,29.436,34.062,5.63782,28.8,5.67,426.597,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:25:00Z,6.878669,133.84204,217.65,221.5,32.9,14.5,3.65224,2.3,1.7,1004.68,1006.62,28.01,NaN,83.63,29.448,34.061,5.63894,28.7,5.42,426.007,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:26:00Z,6.877104,133.84067,217.52,220.9,44.1,359.9,3.96088,2.2,1.7,1004.7,1006.65,28,NaN,83.62,29.442,34.061,5.63836,28.8,5.42,425.698,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:27:00Z,6.875514,133.83931,215.56,224.6,41.7,1,3.65224,2.2,1.7,1004.71,1006.65,28.02,NaN,83.7,29.433,34.061,5.63737,28.7,5.55,425.017,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:28:00Z,6.873916,133.83797,217.06,219,36.4,8.9,4.01232,2.5,1.4,1004.72,1006.67,28.02,NaN,83.69,29.441,34.061,5.63817,28.7,5.42,425.448,0.71,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:29:00Z,6.872303,133.83665,215.62,218.8,25.3,19.9,3.70368,2.2,1.8,1004.73,1006.68,28.02,NaN,83.68,29.428,34.062,5.63701,28.7,5.55,425.758,0.72,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:30:00Z,6.870699,133.83533,217.73,218.1,27.6,16.3,3.96088,2.1,1.9,1004.75,1006.7,28.03,NaN,83.66,29.426,34.062,5.63676,28.7,5.55,425.819,0.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:31:00Z,6.869107,133.83397,216.7,220.6,33.1,12,3.65224,2.2,1.8,1004.76,1006.7,28.02,NaN,83.55,29.41,34.06,5.63486,28.8,5.55,425.388,0.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:32:00Z,6.867512,133.83264,216.06,218.5,41.1,0.9,3.858,2.4,1.5,1004.78,1006.73,28.03,NaN,83.62,29.409,34.059,5.63461,28.8,5.55,425.479,0.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:33:00Z,6.865927,133.83131,219.19,220.9,43.9,356.3,3.90944,2.4,1.4,1004.79,1006.74,28.05,NaN,83.67,29.412,34.059,5.63493,28.7,5.55,425.728,0.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:34:00Z,6.864361,133.82993,218,221.3,45.5,355.9,3.80656,2.5,1.4,1004.81,1006.76,28.04,NaN,83.61,29.403,34.058,5.63396,28.7,5.67,425.728,0.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:35:00Z,6.862789,133.82854,218.77,221.3,38.9,6.4,3.96088,2.5,1.4,1004.81,1006.76,28.06,NaN,83.59,29.403,34.058,5.63388,28.8,5.55,425.819,0.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:36:00Z,6.86123,133.82718,216.74,219.9,33.9,24.6,4.06376,2.8,1.1,1004.8,1006.75,28.08,NaN,83.67,29.4,34.056,5.63335,28.8,5.55,425.668,0.99,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:37:00Z,6.859613,133.82587,214.69,222.4,33.7,55.3,3.65224,3.6,0.5,1004.81,1006.76,28.06,NaN,83.62,29.401,34.057,5.63351,28.8,5.55,425.388,1.14,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:38:00Z,6.857999,133.82455,216.81,217.3,28.6,29.4,4.01232,2.9,1.1,1004.81,1006.76,28.06,NaN,83.6,29.409,34.056,5.63423,28.7,5.55,425.048,1.28,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:39:00Z,6.856398,133.82324,216.02,219.1,24.5,27.3,3.90944,2.5,1.5,1004.84,1006.79,28.05,NaN,83.59,29.404,34.056,5.63361,28.8,5.42,425.479,1.42,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:40:00Z,6.854761,133.82193,217.03,219.9,26.5,28.7,3.75512,2.7,1.4,1004.85,1006.8,28.05,NaN,83.56,29.392,34.056,5.6324,28.7,5.67,425.759,1.7,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:41:00Z,6.853172,133.82054,219.54,223.3,31,31.6,3.90944,3,1.1,1004.86,1006.8,28.02,NaN,83.43,29.404,34.056,5.63347,28.8,5.8,425.759,2.13,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:42:00Z,6.85161,133.81912,218.34,222.6,35.5,43.9,3.96088,3.5,0.6,1004.86,1006.81,28.06,NaN,83.55,29.401,34.054,5.63317,28.7,5.67,426.129,2.59,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:43:00Z,6.850015,133.81775,218.32,218.5,34,40.9,4.01232,3.4,0.7,1004.86,1006.81,28.04,NaN,83.48,29.4,34.056,5.63319,28.8,5.8,426.469,3.13,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:44:00Z,6.8484,133.81638,217.5,219.6,37.4,8.1,4.01232,2.4,1.5,1004.87,1006.82,28.07,NaN,83.51,29.396,34.055,5.63249,28.8,5.8,426.931,3.63,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:45:00Z,6.846767,133.81502,216.3,220,30.4,11.5,3.75512,2,2,1004.9,1006.84,28.04,NaN,83.31,29.398,34.055,5.63287,28.8,6.05,427.702,4.5,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:46:00Z,6.84514,133.8137,215.61,221.5,37,6.1,3.70368,2.1,1.8,1004.92,1006.86,28.06,NaN,83.31,29.398,34.054,5.63284,28.7,6.18,427.052,5.29,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:47:00Z,6.843502,133.81236,216.53,220.4,35.4,7.7,3.90944,2.3,1.6,1004.94,1006.89,28.05,NaN,83.31,29.4,34.053,5.6328,28.7,6.31,426.312,6.18,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:48:00Z,6.84185,133.81099,218.23,219.4,39,3.1,4.01232,2.4,1.5,1004.96,1006.9,28.06,NaN,83.3,29.392,34.053,5.63197,28.7,6.43,425.971,7.27,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:49:00Z,6.840241,133.8096,218.69,220.7,38.5,8.1,3.858,2.8,1.2,1004.97,1006.91,28.08,NaN,83.36,29.39,34.053,5.63183,28.7,6.81,426.16,8.61,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:50:00Z,6.838622,133.8082,219.14,220.2,39.6,4.6,3.90944,2.8,1.2,1004.95,1006.9,28.07,NaN,83.34,29.399,34.053,5.63269,28.8,6.81,426.13,10.06,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:51:00Z,6.83702,133.80676,223.43,226.2,30.5,22.3,3.858,2.6,1.5,1004.96,1006.91,28.08,NaN,83.34,29.39,34.052,5.63146,28.7,6.81,427.581,11.68,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-13T20:52:00Z,6.83556,133.8052,225.47,227.8,33.5,28.2,3.90944,2.8,1.4,1004.97,1006.92,28.08,NaN,83.4,29.387,34.051,5.63112,28.7,7.19,428.043,13.45,ZZZZZZZZZZZZZZZZZZZZZZZZ
