cruise_id,expocode,facility,ID,IMO,platform,platform_version,site,time,latitude,longitude,platformHeading,platformCourse,windDirection,platformWindDirection,platformSpeed,windSpeed,platformWindSpeed,airPressure,airPressure2,airTemperature,dewTemperature,relativeHumidity,seaTemperature,salinity,conductivity,precipitationAmount,shortWaveAtmRadiation,longWaveAtmRadiation,photoActAtmRadiation,flag
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:00:00Z,6.67611,133.79704,348.71,350.1,308.8,338.1,4.01232,7.7,11.1,1009.26,1011.22,27.35,NaN,87.87,29.331,33.966,5.61291,28.5,93.95,442.079,543.1,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:01:00Z,6.678203,133.79683,352.95,356.5,307.1,328.5,3.75512,8.5,11.5,1009.24,1011.2,27.3,NaN,87.75,29.334,33.963,5.61276,28.5,93.19,441.439,538.07,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:02:00Z,6.680305,133.7967,357.13,359,304.4,326.1,3.858,8.8,11.6,1009.23,1011.19,27.29,NaN,87.68,29.338,33.946,5.61087,28.5,92.18,441.588,534.67,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:03:00Z,6.682434,133.79683,5.1,6.5,299.8,316.6,3.96088,9.1,11.4,1009.19,1011.15,27.28,NaN,87.71,29.325,33.936,5.60781,28.5,91.55,442.638,531.76,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:04:00Z,6.684544,133.7973,12.83,15,301.3,309.9,4.06376,9.3,11.2,1009.12,1011.08,27.29,NaN,87.8,29.317,33.913,5.60359,28.5,91.42,442.548,529.55,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:05:00Z,6.686646,133.798,18.73,19.7,302.8,309,4.21808,8.7,10.5,1009.09,1011.05,27.34,NaN,87.99,29.312,33.902,5.60139,28.5,90.79,442.548,527.06,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:06:00Z,6.688645,133.79898,26.69,28.4,298.2,299.8,4.3724,8.4,9.5,1009.08,1011.04,27.31,NaN,87.85,29.311,33.884,5.59881,28.6,90.54,443.228,524.74,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:07:00Z,6.690521,133.80016,34.97,35,307.4,301.7,4.21808,8.7,9.8,1009.08,1011.04,27.3,NaN,87.98,29.313,33.866,5.59637,28.6,90.04,442.029,523.11,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:08:00Z,6.692253,133.80157,37.78,40.8,301,291.7,4.06376,8.4,8.8,1009.07,1011.04,27.25,NaN,87.71,29.294,33.818,5.58728,28.6,89.66,443.198,520.27,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:09:00Z,6.693958,133.8031,38.83,40,302.2,293.1,4.32096,7.9,8.3,1009.07,1011.03,27.35,NaN,88.19,29.287,33.799,5.58378,28.6,88.4,443.748,515.81,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:10:00Z,6.695631,133.80464,38.77,42.3,302.1,290.8,4.26952,8.6,8.8,1009.06,1011.02,27.33,NaN,88.12,29.291,33.798,5.58406,28.6,87.26,444.399,509.96,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:11:00Z,6.697303,133.80615,37.68,43.6,301.7,293,4.21808,8,8.2,1009.08,1011.04,27.36,NaN,88.08,29.289,33.797,5.58376,28.5,85.37,444.62,500.51,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:12:00Z,6.699034,133.80762,35.93,40.1,305.3,297.3,4.21808,8,8.7,1009.12,1011.08,27.29,NaN,87.91,29.274,33.761,5.57685,28.5,82.09,445.311,487.42,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:13:00Z,6.700798,133.80902,34.14,36.6,303.6,296.3,4.16664,8.3,8.9,1009.12,1011.08,27.25,NaN,87.89,29.274,33.747,5.57472,28.5,79.07,445.053,471.89,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:14:00Z,6.702551,133.81038,35,36.8,305.1,296.1,4.1152,8.7,9.4,1009.13,1011.1,27.3,NaN,88.12,29.267,33.75,5.57435,28.6,75.66,447.541,457.59,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:15:00Z,6.704316,133.81177,35.96,38.5,303.3,293.4,4.16664,9,9.6,1009.15,1011.11,27.3,NaN,87.94,29.267,33.769,5.57733,28.5,72.89,447.433,444.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:16:00Z,6.70605,133.81319,38.72,41.6,300.6,289.7,3.96088,8.8,9.1,1009.11,1011.07,27.31,NaN,88,29.281,33.804,5.58381,28.6,70.24,447.683,432.38,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:17:00Z,6.707694,133.81465,41,44.1,304.2,291.3,4.16664,8.4,8.9,1009.11,1011.07,27.36,NaN,88.23,29.29,33.84,5.59012,28.6,69.61,448.393,427.42,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:18:00Z,6.709306,133.81618,42.79,48.1,307.9,292.7,3.96088,8.7,9.2,1009.11,1011.07,27.35,NaN,88.09,29.298,33.848,5.59209,28.6,69.61,448.172,427.04,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:19:00Z,6.710909,133.8177,39.19,42.8,307.5,291.5,4.21808,9.3,9.8,1009.08,1011.04,27.31,NaN,87.74,29.303,33.849,5.59275,28.6,70.24,448.201,429.6,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:20:00Z,6.712578,133.81912,37.09,39.9,302.9,290.2,4.06376,9,9.4,1009.06,1011.02,27.33,NaN,87.82,29.303,33.846,5.59239,28.6,71.63,447.222,435.47,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:21:00Z,6.714287,133.8205,35.35,38.7,302.7,291.8,3.90944,8.8,9.3,1009.05,1011.01,27.33,NaN,88.06,29.302,33.835,5.59061,28.6,73.52,446.583,443.36,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:22:00Z,6.716025,133.82182,34.95,37.4,301.6,291.2,4.06376,9.2,9.7,1009.02,1010.98,27.31,NaN,88.13,29.304,33.823,5.58938,28.6,75.16,445.236,451.66,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:23:00Z,6.717761,133.82318,36.49,37.7,298.9,289.5,4.06376,8.8,9.1,1008.98,1010.94,27.21,NaN,87.72,29.299,33.812,5.58697,28.6,76.29,443.696,458.67,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:24:00Z,6.719457,133.82457,38.67,42.9,300.3,289.7,3.96088,8.6,8.9,1008.93,1010.89,27.23,NaN,88.01,29.294,33.809,5.58598,28.6,77.55,444.583,465.26,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:25:00Z,6.721117,133.82602,40.38,43.1,302,289.8,4.16664,8.5,8.8,1008.87,1010.83,27.26,NaN,88.13,29.295,33.809,5.58594,28.6,78.31,443.948,472.91,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:26:00Z,6.722755,133.82753,40.41,43.8,297.7,284.7,4.01232,8.7,8.6,1008.84,1010.8,27.29,NaN,87.99,29.289,33.809,5.58541,28.6,78.81,444.555,480.27,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:27:00Z,6.724379,133.82901,39.38,41.2,297.5,284.6,4.06376,8.7,8.6,1008.78,1010.74,27.3,NaN,87.9,29.29,33.802,5.58452,28.6,79.57,443.948,484.8,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:28:00Z,6.726041,133.83046,37.83,39.1,298.7,286.3,4.06376,8.9,8.8,1008.74,1010.7,27.38,NaN,88.15,29.29,33.785,5.58183,28.6,79.57,443.549,487.72,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:29:00Z,6.727743,133.83188,36.64,39.4,296.9,286.7,4.06376,8.6,8.6,1008.74,1010.7,27.31,NaN,87.87,29.284,33.771,5.57935,28.6,79.7,443.859,490.5,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:30:00Z,6.729461,133.83324,35.23,36.6,298.6,289,4.1152,8.9,9.1,1008.73,1010.69,27.35,NaN,88.07,29.281,33.761,5.57758,28.6,79.82,444.038,492.81,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:31:00Z,6.731195,133.83456,35.96,35.6,300.2,290.3,3.96088,8.9,9.3,1008.73,1010.69,27.32,NaN,87.81,29.271,33.763,5.57665,28.6,79.95,443.949,494.81,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:32:00Z,6.732904,133.83595,38.33,41.2,297.6,286.6,4.06376,8.9,9.1,1008.69,1010.65,27.32,NaN,87.83,29.278,33.78,5.58013,28.6,80.08,443.86,496.95,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:33:00Z,6.734551,133.8374,39.29,40.7,294.5,282.4,4.1152,8.9,8.6,1008.67,1010.63,27.34,NaN,87.96,29.279,33.809,5.58447,28.6,80.33,444.127,498.96,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:34:00Z,6.736184,133.83887,39.93,42.3,292.1,280.4,4.1152,8.7,8.3,1008.65,1010.61,27.33,NaN,87.9,29.279,33.812,5.58497,28.6,81.08,444.216,501.6,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:35:00Z,6.737831,133.84036,39.88,44,296.2,284.7,4.06376,8.5,8.3,1008.66,1010.62,27.35,NaN,87.91,29.279,33.798,5.58283,28.6,81.34,444.378,505.18,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:36:00Z,6.739496,133.84181,37.79,40.2,300.5,288.5,4.01232,8.7,8.9,1008.69,1010.64,27.32,NaN,87.75,29.273,33.805,5.58323,28.6,81.72,442.409,508.19,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:37:00Z,6.741189,133.84322,37.08,43.5,294.6,284.5,3.90944,8.6,8.6,1008.66,1010.62,27.3,NaN,87.62,29.273,33.808,5.58361,28.6,82.22,443.324,511.64,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:38:00Z,6.742932,133.84457,36.42,38.1,298.5,289.7,4.01232,8.6,8.8,1008.67,1010.63,27.3,NaN,87.78,29.275,33.811,5.58427,28.6,82.85,441.92,515.1,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:39:00Z,6.744702,133.84595,36.19,37.2,295.2,285.6,4.21808,9.1,9.2,1008.64,1010.6,27.3,NaN,87.78,29.27,33.821,5.58529,28.6,83.48,441.197,519.15,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:40:00Z,6.746435,133.84734,38.44,39,295.3,285.4,4.1152,8.7,8.7,1008.65,1010.61,27.29,NaN,87.69,29.272,33.838,5.58803,28.6,84.11,441.846,524.02,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:41:00Z,6.748133,133.84879,40.96,42.6,293.6,281.3,4.1152,8.8,8.6,1008.61,1010.57,27.37,NaN,88.02,29.276,33.84,5.58861,28.6,85.12,443.811,528.98,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:42:00Z,6.749787,133.85031,41.68,42.4,295.2,282.7,4.16664,8.4,8.2,1008.65,1010.61,27.34,NaN,87.93,29.275,33.841,5.58872,28.6,86,441.523,533.3,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:43:00Z,6.751421,133.85182,41.51,44.2,297.2,284.2,4.1152,8.7,8.7,1008.67,1010.63,27.3,NaN,87.73,29.276,33.829,5.58703,28.6,86.51,440.733,537.87,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:44:00Z,6.75308,133.85332,39.71,42,298.3,284.7,4.1152,8.9,8.9,1008.69,1010.66,27.24,NaN,87.72,29.274,33.814,5.58461,28.6,88.02,439.703,543.63,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:45:00Z,6.754781,133.85474,37.3,38.1,300.4,289.2,4.06376,8.7,9,1008.7,1010.66,27.22,NaN,87.73,29.278,33.804,5.58346,28.6,89.16,439.744,549.5,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:46:00Z,6.756526,133.8561,36.59,37.5,296.7,287.2,4.01232,8.6,8.8,1008.69,1010.66,27.24,NaN,87.83,29.274,33.802,5.58295,28.6,90.04,441.713,555.85,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:47:00Z,6.758282,133.85745,37.14,37.3,296.4,287.5,4.1152,8.4,8.6,1008.69,1010.65,27.31,NaN,88.11,29.281,33.801,5.58351,28.6,90.42,445.274,561.26,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:48:00Z,6.760011,133.85886,39.32,39.8,297,286,4.16664,8.6,8.8,1008.69,1010.65,27.26,NaN,87.97,29.282,33.802,5.58361,28.6,91.8,439.846,567.92,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:49:00Z,6.761708,133.86035,40.37,40.4,294.2,284.3,4.06376,8.2,8.1,1008.69,1010.65,27.29,NaN,88.01,29.281,33.806,5.58403,28.6,92.81,444.098,574.4,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:50:00Z,6.763384,133.86183,40.39,41.3,300,288.4,4.1152,8.2,8.4,1008.69,1010.65,27.32,NaN,88.27,29.273,33.793,5.58142,28.6,93.57,443.7,582.93,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:51:00Z,6.765052,133.86334,39.84,43.8,304,290.5,4.16664,8.6,9,1008.72,1010.68,27.27,NaN,88.2,29.26,33.789,5.57963,28.6,96.09,440.785,591.76,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:52:00Z,6.76675,133.8648,38.43,39.1,299.2,287.5,4.16664,8.6,8.7,1008.71,1010.67,27.2,NaN,88.05,29.251,33.782,5.5775,28.6,97.35,444.428,599.38,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:53:00Z,6.768453,133.86624,37.36,38.6,303.4,292.6,4.26952,8.4,8.9,1008.73,1010.69,27.27,NaN,88.45,29.248,33.766,5.57485,28.6,98.61,443.263,609,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:54:00Z,6.770179,133.86763,36.78,41.8,305.8,294.8,4.1152,8.6,9.3,1008.77,1010.73,27.23,NaN,88.39,29.24,33.754,5.57226,28.6,99.37,441.349,616.48,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:55:00Z,6.771933,133.86902,37.16,41.1,304.4,293.6,4.1152,8.8,9.4,1008.77,1010.73,27.21,NaN,88.43,29.238,33.756,5.57233,28.6,101.51,442.853,622.31,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:56:00Z,6.773656,133.87042,38.28,38.6,298.1,289.3,4.01232,8.2,8.4,1008.77,1010.73,27.18,NaN,88.56,29.221,33.729,5.56676,28.6,102.9,444.016,626.9,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:57:00Z,6.77536,133.87186,39.42,41.9,301.7,290.4,4.1152,8.4,8.7,1008.83,1010.79,27.24,NaN,88.9,29.231,33.759,5.57218,28.6,105.3,442.991,635.27,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:58:00Z,6.777078,133.87335,40.88,42.6,299.8,289,4.1152,8,8.3,1008.82,1010.78,27.24,NaN,88.75,29.227,33.764,5.57253,28.6,107.94,446.84,648.27,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T00:59:00Z,6.778794,133.87491,40.76,42.8,306.7,295.2,4.21808,8,8.6,1008.85,1010.81,27.28,NaN,88.97,29.223,33.77,5.57293,28.6,108.95,444.673,655.53,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:00:00Z,6.78052,133.87642,39.68,39.5,305.4,293.8,4.26952,8.2,8.9,1008.85,1010.81,27.28,NaN,88.86,29.222,33.768,5.57249,28.6,108.7,447.228,657.55,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:01:00Z,6.782276,133.87788,38.75,40.8,305.8,294,4.21808,8.4,9.1,1008.85,1010.82,27.26,NaN,88.83,29.216,33.771,5.57211,28.6,109.08,447.574,650.49,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:02:00Z,6.78404,133.87932,38.47,40.7,299.7,289.7,4.16664,8.3,8.6,1008.85,1010.81,27.28,NaN,88.98,29.232,33.901,5.59311,28.6,110.47,448.181,659.88,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:03:00Z,6.785778,133.88074,38.41,38.2,300.2,288.9,4.01232,8.4,8.8,1008.85,1010.81,27.3,NaN,89.1,29.271,33.971,5.60746,28.6,109.96,451.511,656.07,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:04:00Z,6.787502,133.88213,39.58,39,301,287.1,4.26952,9.3,9.6,1008.84,1010.8,27.27,NaN,89.02,29.289,33.975,5.60978,28.6,103.78,453.575,636.05,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:05:00Z,6.789185,133.88356,41.03,39.4,304.4,288.5,3.96088,9.2,9.7,1008.84,1010.8,27.28,NaN,89.23,29.307,33.991,5.61406,28.6,107.69,446.303,630.73,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:06:00Z,6.790793,133.885,41.55,40.8,306.4,288.4,3.90944,9.6,10.1,1008.84,1010.81,27.16,NaN,88.85,29.323,34.013,5.61864,28.7,117.78,443.125,677.39,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:07:00Z,6.792408,133.88643,41.39,39.1,305.3,288.7,4.1152,9.1,9.5,1008.84,1010.8,27.23,NaN,89.3,29.329,34.016,5.62002,28.6,123.2,443.87,712.56,ZZZZZZZZZZZZZZZZZZZZZZZZ
Cruise_id undefined for now,EXPOCODE undefined for now,University of California at San Diego,KAOU,9075228,unknown at this time,unknown at this time,ROGER REVELLE,2016-11-12T01:08:00Z,6.794045,133.8879,40.03,42.9,305.9,290.6,3.96088,8.8,9.3,1008.84,1010.8,27.25,NaN,89.45,29.329,34.016,5.62014,28.6,127.24,444.355,740.06,ZZZZZZZZZZZZZZZZZZZZZZZZ
